EMBL_transcript_id,cDNA_length,cds_length,exons_nr,5_MAR_presence,3_MAR_presence,5_polyA_18_presence,5_CCGNN_2_5_presence,perc_go_hk_match,perc_go_ts_match,is_hk
ENST00000362792,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362793,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362794,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362795,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362796,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000362797,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362798,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362799,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362800,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362801,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362802,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362803,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362804,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362805,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362806,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362807,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362808,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362809,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362810,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362811,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362812,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000362813,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362814,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362815,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000362816,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362817,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362818,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362819,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000362820,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362821,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362822,,,NaN,no,no,yes,yes,NaN,NaN,NaN
ENST00000362823,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362824,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362825,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362826,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362827,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362828,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362829,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362830,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362831,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362832,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362833,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362834,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362835,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362836,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362837,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362838,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362839,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000362840,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000362841,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362842,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362843,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362844,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362845,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362846,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362847,,,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000362848,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362849,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362850,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362851,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362852,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362853,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362854,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362855,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362856,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362857,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362858,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362859,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362860,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362861,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362862,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362863,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362864,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362865,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362866,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362867,,,NaN,yes,yes,yes,no,NaN,NaN,NaN
ENST00000362868,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362869,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362870,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362871,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362872,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362873,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362874,,,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000362875,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362876,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362877,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000362878,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362879,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362880,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000362881,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362882,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362883,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362884,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362885,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362886,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362887,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362888,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362889,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362890,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362891,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362892,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000362893,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362894,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362895,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362896,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362897,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362898,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362899,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362900,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362901,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362902,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362903,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362904,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362905,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362906,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362907,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362908,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362909,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000362910,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362911,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362912,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362913,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362914,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362915,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362916,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362917,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362918,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362919,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362920,,,NaN,yes,yes,yes,no,NaN,NaN,NaN
ENST00000362921,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362922,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000362923,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000362924,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362925,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362926,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362927,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362928,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362929,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362930,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362931,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362932,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362933,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362934,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362935,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362936,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362937,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362938,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362939,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362940,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362941,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362942,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362943,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362944,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362945,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362946,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362947,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362948,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362949,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362950,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000362951,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362952,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362953,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362954,,,NaN,yes,yes,yes,no,NaN,NaN,NaN
ENST00000362955,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362956,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362957,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362958,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362959,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362960,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362961,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362962,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362963,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362964,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362965,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362966,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362967,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000362968,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362969,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362970,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362971,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362972,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362973,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362974,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362975,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362976,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362977,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362978,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362979,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362980,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362981,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362982,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000362983,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362984,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362985,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362986,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362987,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362988,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362989,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000362990,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362991,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362992,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362993,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000362994,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362995,,,NaN,no,no,yes,yes,NaN,NaN,NaN
ENST00000362996,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000362997,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000362998,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000362999,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363000,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363001,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363002,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363003,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363004,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363005,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363006,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363007,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363008,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363009,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363010,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363011,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000363012,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363013,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363014,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363015,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363016,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363017,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363018,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000363019,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363020,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363021,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363022,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363023,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363024,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363025,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000363026,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363027,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363028,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363029,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363030,,,NaN,no,no,yes,yes,NaN,NaN,NaN
ENST00000363031,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363032,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363033,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363034,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363035,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363036,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363037,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363038,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363039,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363040,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363041,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363042,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363043,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363044,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363045,,,NaN,yes,yes,yes,no,NaN,NaN,NaN
ENST00000363046,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363047,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363048,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363049,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363050,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363051,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363052,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363053,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363054,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363055,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363056,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363057,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363058,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363059,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363060,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363061,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363062,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363063,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363064,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363065,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363066,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363067,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363068,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363069,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363070,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363071,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363072,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000363073,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363074,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363075,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363076,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363077,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363078,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363079,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363080,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363081,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363082,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363083,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363084,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363085,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363086,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363087,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363088,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363089,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363090,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363091,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363092,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363093,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363094,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363095,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363096,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363097,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363098,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363099,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363100,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363101,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363102,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363103,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363104,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363105,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363106,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363107,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363108,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363109,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363110,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000363111,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363112,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363113,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363114,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363115,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363116,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363117,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363118,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363119,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363120,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363121,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363122,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000363123,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363124,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363125,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363126,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363127,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363128,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363129,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363130,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363131,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363132,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363133,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363134,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363135,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363136,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363137,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363138,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363139,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363140,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363141,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363142,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363143,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363144,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363145,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363146,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363147,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000363148,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363149,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000363150,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000363151,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363152,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363153,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363154,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363155,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363156,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363157,,,NaN,no,no,yes,yes,NaN,NaN,NaN
ENST00000363158,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363159,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363160,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363161,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363162,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363163,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363164,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363165,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363166,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363167,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363168,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363169,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000363170,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363171,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363172,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363173,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363174,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000363175,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363176,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363177,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363178,,,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000363179,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000363180,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363181,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363182,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363183,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363184,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363185,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363186,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363187,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363188,,,NaN,yes,yes,yes,no,NaN,NaN,NaN
ENST00000363189,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363190,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000363191,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363192,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000363193,,,NaN,no,no,no,no,NaN,NaN,NaN
